Key,Order,Winner,Nationality,Sport,Discipline,Medal
2008_Sum,165,Long Qingquan,China,Weightlifting,56 kg,Gold
2008_Sum,166,Larisa Ilchenko,Russia,Swimming,10 km marathon,Gold
2008_Sum,167,Lena Schoeneborn,Germany,Modern Pentathlon,Individual,Gold
2008_Sum,168,Leszek Blanik,Poland,Gymnastics,Vault,Gold
2008_Sum,169,Guillermo Perez,Mexico,Taekwondo,- 58 kg,Gold
2008_Sum,170,Gulnara Galkina-Samitova,Russia,Athletics,3000 metre steeplechase,Gold
2008_Sum,171,Giulia Quintavalle,Italy,Judo,52-57 kg,Gold
2008_Sum,172,Gerd Kanter,Estonia,Athletics,Discus throw,Gold
2008_Sum,173,Francoise Mbango Etone,Cameroon,Athletics,Triple jump,Gold
2008_Sum,174,Federica Pellegrini,Italy,Swimming,200m freestyle,Gold
2008_Sum,175,Emma Snowsill,Australia,Triathlon,Individual,Gold
2008_Sum,176,Enkhbatyn Badar-Uugan,Mongolia,Boxing,Bantamweight,Gold
2008_Sum,177,Evgenia Kanaeva,Russia,Gymnastics,Rhythmic gymnastics individual,Gold
2008_Sum,178,Erik Vendt,United States,Swimming,4 x 200m freestyle relay,Gold
2008_Sum,179,Elnur Mammadli,Azerbaijan,Judo,66-73 kg,Gold
2008_Sum,180,Elena Dementieva,Russia,Tennis,Singles,Gold
2008_Sum,181,Elena Kaliska,Slovakia,Canoeing,K-1 slalom,Gold
2008_Sum,182,Du Li,China,Shooting,"Small-bore rifle, 3 positions",Gold
2008_Sum,183,Dayron Robles,Cuba,Athletics,110 metre hurdles,Gold
2008_Sum,184,Dawn Harper,United States,Athletics,100 metre hurdles,Gold
2008_Sum,185,Henry Cejudo,United States,Wrestling,- 55 kg freestyle,Gold
2008_Sum,186,Hong Un Jong,North-Korea,Gymnastics,Vault,Gold
2008_Sum,187,He Wenna,China,Gymnastics,Trampoline individual,Gold
2008_Sum,188,Guo Wenjun,China,Shooting,Air pistol,Gold
2008_Sum,189,He Chong,China,Diving,3 metre springboard,Gold
2008_Sum,190,Hadi Saei,Iran,Taekwondo,68-80 kg,Gold
2008_Sum,191,Hwang Kyung-Sun,South Korea,Taekwondo,57-67 kg,Gold
2008_Sum,192,Ian Crocker,United States,Swimming,4 x 100m medley relay,Gold
2008_Sum,193,Ian Percy,Great Britain,Sailing,Star,Gold
2008_Sum,194,Ilya Ilin,Kazakhstan,Weightlifting,94 kg,Gold
2008_Sum,195,Inna Osypenko-Radomska,Ukraine,Canoeing,K-1 500 metres,Gold
2008_Sum,196,Irakli Tsirekidze,Georgia,Judo,81-90 kg,Gold
2008_Sum,197,Yelena Isinbayeva,Russia,Athletics,Pole vault,Gold
2008_Sum,198,Islambek Albiev,Russia,Wrestling,55-60 kg greco-roman,Gold
2008_Sum,199,James Degale,Great Britain,Boxing,Middleweight,Gold
2008_Sum,200,Jan Frodeno,Germany,Triathlon,Individual,Gold
2008_Sum,201,Jang Mi-Ran,South Korea,Weightlifting,+ 75 kg,Gold
2008_Sum,202,Irving Saladino,Panama,Athletics,Long jump,Gold
2008_Sum,203,Ben Ainslie,Great Britain,Sailing,Finn,Gold
2008_Sum,204,Bakhyt Sarsekbayev,Kazakhstan,Boxing,Welterweight,Gold
2008_Sum,205,Barbora Spotakova,Czech Repunlic,Athletics,Javelin throw,Gold
2008_Sum,206,Benjamin Kleibrink,Germany,Fencing,Foil,Gold
2008_Sum,207,Brendan Hansen,United States,Swimming,4 x 100m medley relay,Gold
2008_Sum,208,Brimin Kipruto,Kenya,Athletics,3000 metre steeplechase,Gold
2008_Sum,209,Britta Heidemann,Germany,Fencing,Épée,Gold
2008_Sum,210,Cha Dong-Min,South Korea,Taekwondo,+ 80 kg,Gold
2008_Sum,211,Chaira Cainero,Italy,Shooting,Skeet,Gold
2008_Sum,212,Carol Huynh,Canada,Wrestling,- 48 kg freestyle,Gold
2008_Sum,213,Bryan Clay,United States,Athletics,Decathlon,Gold
2008_Sum,214,Buvaysa Saytiev,Russia,Wrestling,66-74 kg freestyle,Gold
2008_Sum,215,Cao Lei,China,Weightlifting,75 kg,Gold
2008_Sum,216,David Kostelecky,Czech Repunlic,Shooting,Trap,Gold
2008_Sum,217,Christine Ohuruogu,Great Britain,Athletics,400 metres,Gold
2008_Sum,218,Constantina Dita-Tomescu,Romania,Athletics,Marathon,Gold
2008_Sum,219,Chen Ying,China,Shooting,Sport pistol,Gold
2008_Sum,220,Chen Xiexia,China,Weightlifting,48 kg,Gold
2008_Sum,221,Chen Yanqing,China,Weightlifting,58 kg,Gold
2008_Sum,222,Choi Min-Ho,South Korea,Judo,- 60 kg,Gold
2008_Sum,223,Andrey Moiseev,Russia,Modern Pentathlon,Individual,Gold
2008_Sum,224,Andrej Silnov,Russia,Athletics,High jump,Gold
2008_Sum,225,Anna Tunnicliffe,United States,Sailing,Laser Radial,Gold
2008_Sum,226,Anne-Caroline Chausson,France,Cycling,BMX,Gold
2008_Sum,227,Artur Ayvazian,Ukraine,Shooting,"Small-bore rifle, prone",Gold
2008_Sum,228,Artur Taimazov,Uzbekistan,Wrestling,96-120 kg freestyle,Gold
2008_Sum,229,Asbel Kipruto Kiprop,Kenya,Athletics,1500 metres,Gold
2008_Sum,230,Aslanbek Khustov,Russia,Wrestling,84-96 kg greco-roman,Gold
2008_Sum,231,Attila Vajda,Hungary,Canoeing,C-1 1000 metres,Gold
2008_Sum,232,Ayumi Tanimoto,Japan,Judo,57-63 kg,Gold
2008_Sum,233,Alex Schwazer,Italy,Athletics,50 km walk,Gold
2008_Sum,234,Alexander Grimm,Germany,Canoeing,K-1 slalom,Gold
2008_Sum,235,Alexander Petriv,Ukraine,Shooting,Rapid fire pistol,Gold
2008_Sum,236,Aksana Miankova,Belarus,Athletics,Hammer throw,Gold
2008_Sum,237,Abhinav Bindra,India,Shooting,Air rifle,Gold
2008_Sum,238,Alexei Tichtchenko,Russia,Boxing,Lightweight,Gold
2008_Sum,239,Alina Alexandra Dumitru,Romania,Judo,- 48 kg,Gold
2008_Sum,240,Andrea Minguzzi,Italy,Wrestling,74-84 kg greco-roman,Gold
2008_Sum,241,Andreas Thorkildsen,Norway,Athletics,Javelin throw,Gold
2008_Sum,242,Andrej Aramnau,Belarus,Weightlifting,105 kg,Gold
2008_Sum,243,Dara Torres,United States,Swimming,50m freestyle,Silver
2008_Sum,243,Dara Torres,United States,Swimming,4 x 100m freestyle relay,Silver
2008_Sum,243,Dara Torres,United States,Swimming,4 x 100m medley relay,Silver
2008_Sum,244,Laszlo Cseh,Hungary,Swimming,200m butterfly,Silver
2008_Sum,244,Laszlo Cseh,Hungary,Swimming,200m medley,Silver
2008_Sum,244,Laszlo Cseh,Hungary,Swimming,400m medley,Silver
2008_Sum,245,Margaret Hoelzer,United States,Swimming,200m backstroke,Silver
2008_Sum,245,Margaret Hoelzer,United States,Swimming,4 x 100m medley relay,Silver
2008_Sum,245,Margaret Hoelzer,United States,Swimming,100m backstroke,Broze
2008_Sum,246,Eamon Sullivan,Australia,Swimming,100m freestyle,Silver
2008_Sum,246,Eamon Sullivan,Australia,Swimming,4 x 100m medley relay,Silver
2008_Sum,246,Eamon Sullivan,Australia,Swimming,4 x 100m freestyle relay,Broze
2008_Sum,247,Elvan Abeylegesse,Turkey,Athletics,10000 metres,Silver
2008_Sum,247,Elvan Abeylegesse,Turkey,Athletics,5000 metres,Silver
2008_Sum,248,Julia Pakhalina,Russia,Diving,3 metre springboard,Silver
2008_Sum,248,Julia Pakhalina,Russia,Diving,Synchronized 3 metre springboard,Silver
2008_Sum,249,Christine Magnuson,United States,Swimming,100m butterfly,Silver
2008_Sum,249,Christine Magnuson,United States,Swimming,4 x 100m medley relay,Silver
2008_Sum,250,David Cal,Spain,Canoeing,C-1 1000 metres,Silver
2008_Sum,250,David Cal,Spain,Canoeing,C-1 500 metres,Silver
2008_Sum,251,Brenton Rickard,Australia,Swimming,200m breaststroke,Silver
2008_Sum,251,Brenton Rickard,Australia,Swimming,4 x 100m medley relay,Silver
2008_Sum,252,Amaury Leveaux,France,Swimming,50m freestyle,Silver
2008_Sum,252,Amaury Leveaux,France,Swimming,4 x 100m freestyle relay,Silver
2008_Sum,253,Kohei Uchimura,Japan,Gymnastics,Individual all-around,Silver
2008_Sum,253,Kohei Uchimura,Japan,Gymnastics,Team all-around,Silver
2008_Sum,254,Richard Thompson,Trinidad and Tobago,Athletics,100 metres,Silver
2008_Sum,254,Richard Thompson,Trinidad and Tobago,Athletics,4 x 100 m relay,Silver
2008_Sum,255,Tatyana Lebedeva,Russia,Athletics,Triple jump,Silver
2008_Sum,255,Tatyana Lebedeva,Russia,Athletics,Long jump,Silver
2008_Sum,256,Pang Jiaying,China,Swimming,4 x 200m freestyle relay,Silver
2008_Sum,256,Pang Jiaying,China,Swimming,200m freestyle,Broze
2008_Sum,256,Pang Jiaying,China,Swimming,4 x 100m medley relay,Broze
2008_Sum,257,Katie Hoff,United States,Swimming,400m freestyle,Silver
2008_Sum,257,Katie Hoff,United States,Swimming,400m medley,Broze
2008_Sum,257,Katie Hoff,United States,Swimming,4 x 200m freestyle relay,Broze
2008_Sum,258,Andrew Lauterstein,Australia,Swimming,4 x 100m medley relay,Silver
2008_Sum,258,Andrew Lauterstein,Australia,Swimming,100m butterfly,Broze
2008_Sum,258,Andrew Lauterstein,Australia,Swimming,4 x 100m freestyle relay,Broze
2008_Sum,259,Jonathan Horton,United States,Gymnastics,Horizontal bar,Silver
2008_Sum,259,Jonathan Horton,United States,Gymnastics,Team all-around,Broze
2008_Sum,260,Jared Tallent,Australia,Athletics,50 km walk,Silver
2008_Sum,260,Jared Tallent,Australia,Athletics,20 km walk,Broze
2008_Sum,261,Hayden Roulston,New Zealand,Cycling,Individual pursuit,Silver
2008_Sum,261,Hayden Roulston,New Zealand,Cycling,Team pursuit,Broze
2008_Sum,262,Hayden Stoeckel,Australia,Swimming,4 x 100m medley relay,Silver
2008_Sum,262,Hayden Stoeckel,Australia,Swimming,100m backstroke,Broze
2008_Sum,263,Grant Hackett,Australia,Swimming,1500m freestyle,Silver
2008_Sum,263,Grant Hackett,Australia,Swimming,4 x 200m freestyle relay,Broze
2008_Sum,264,Kerron Stewart,Jamaica,Athletics,100 metres,Silver
2008_Sum,264,Kerron Stewart,Jamaica,Athletics,200 metres,Broze
2008_Sum,265,Sada Jacobson,United States,Fencing,Sabre,Silver
2008_Sum,265,Sada Jacobson,United States,Fencing,Sabre team,Broze
2008_Sum,266,Shericka Williams,Jamaica,Athletics,400 metres,Silver
2008_Sum,266,Shericka Williams,Jamaica,Athletics,4 x 400 m relay,Broze
2008_Sum,267,Sherone Simpson,Jamaica,Athletics,100 metres,Silver
2008_Sum,268,Sheena Tosta,United States,Athletics,400 metre hurdles,Silver
2008_Sum,269,Sibel Ozkan,Turkey,Weightlifting,48 kg,Silver
2008_Sum,270,Sileshi Sihine,Ethiopia,Athletics,10000 metres,Silver
2008_Sum,271,Simon Whitfield,Canada,Triathlon,Individual,Silver
2008_Sum,272,Soslan Tigiev,Uzbekistan,Wrestling,66-74 kg freestyle,Silver
2008_Sum,273,Stanka Zlateva,Bulgaria,Wrestling,63-72 kg freestyle,Silver
2008_Sum,274,Sara Isakovic,Slovenia,Swimming,200m freestyle,Silver
2008_Sum,275,Robert Scheidt,Brazil,Sailing,Star,Silver
2008_Sum,276,Shawn Crawford,United States,Athletics,200 metres,Silver
2008_Sum,277,Tan Xue,China,Fencing,Sabre team,Silver
2008_Sum,278,Tan Zongliang,China,Shooting,Free pistol,Silver
2008_Sum,279,Szymon Kolecki,Poland,Weightlifting,94 kg,Silver
2008_Sum,280,Taimuraz Tigiyev,Kazakhstan,Wrestling,84-96 kg freestyle,Silver
2008_Sum,281,Takehiro Kashima,Japan,Gymnastics,Team all-around,Silver
2008_Sum,282,Tomohiro Matsunaga,Japan,Wrestling,- 55 kg freestyle,Silver
2008_Sum,283,Thomas Bouhail,France,Gymnastics,Vault,Silver
2008_Sum,284,Vanessa Fernandes,Portugal,Triathlon,Individual,Silver
2008_Sum,285,Vasilij Zbogar,Slovenia,Sailing,Laser,Silver
2008_Sum,286,Vasyl Fedoryshyn,Ukraine,Wrestling,55-60 kg freestyle,Silver
2008_Sum,287,Sally McLellan,Australia,Athletics,100 metre hurdles,Silver
2008_Sum,288,Ross Edgar,Great Britain,Cycling,Keirin,Silver
2008_Sum,289,Rovshan Bayramov,Azerbaijan,Wrestling,- 55 kg greco-roman,Silver
2008_Sum,290,Roger Kluge,Germany,Cycling,Points race,Silver
2008_Sum,291,Rolf-Goran Bengtsson,Sweden,Equestrian,Jumping individual,Silver
2008_Sum,292,Ralf Schumann,Germany,Shooting,Rapid fire pistol,Silver
2008_Sum,293,Otryadyn Gundegmaa,Mongolia,Shooting,Sport pistol,Silver
2008_Sum,294,Purevdorjiin Serdamba,Mongolia,Boxing,Light flyweight,Silver
2008_Sum,295,Phillips Idowu,Great Britain,Athletics,Triple jump,Silver
2008_Sum,296,Pjotr Malachowski,Poland,Athletics,Discus throw,Silver
2008_Sum,297,Oxana Slivenko,Russia,Weightlifting,69 kg,Silver
2008_Sum,298,Olha Korobka,Ukraine,Weightlifting,+ 75 kg,Silver
2008_Sum,299,Ondrej Synek,Czech Repunlic,Rowing,Single sculls,Silver
2008_Sum,300,Nicholas Willis,New Zealand,Athletics,1500 metres,Silver
2008_Sum,301,Natalia Paderina,Russia,Shooting,Air pistol,Silver
2008_Sum,302,Oksana Chusovitina,Germany,Gymnastics,Vault,Silver
2008_Sum,303,Natalja Mikhnevich,Belarus,Athletics,Shot put,Silver
2008_Sum,304,Khasan Baroev,Russia,Wrestling,96-120 kg greco-roman,Silver
2008_Sum,305,Khedafi Djelkhir,France,Boxing,Featherweight,Silver
2008_Sum,306,Khotso Mokoena,South Africa,Athletics,Long jump,Silver
2008_Sum,307,Kim Jae-Bum,South Korea,Judo,73-81 kg,Silver
2008_Sum,308,Kimberley Rhode,United States,Shooting,Skeet,Silver
2008_Sum,309,Kenneth Egan,Ireland,Boxing,Light heavyweight,Silver
2008_Sum,310,Keri-Anne Payne,Great Britain,Swimming,10 km marathon,Silver
2008_Sum,311,Kerron Clement,United States,Athletics,400 metre hurdles,Silver
2008_Sum,312,Karen Cockburn,Canada,Gymnastics,Trampoline individual,Silver
2008_Sum,313,Josefa Idem Guerrini,Italy,Canoeing,K-1 500 metres,Silver
2008_Sum,314,Karine Sergerie,Canada,Taekwondo,57-67 kg,Silver
2008_Sum,315,Julien Bontemps,France,Sailing,Windsurfer,Silver
2008_Sum,316,Juri Jaanson,Estonia,Rowing,Double sculls,Silver
2008_Sum,317,Juri Sukhorukov,Ukraine,Shooting,"Small-bore rifle, 3 positions",Silver
2008_Sum,318,Kanatbek Begaliev,Kyrgyzstan,Wrestling,60-66 kg greco-roman,Silver
2008_Sum,319,Krisztian Pars,Hungary,Athletics,Hammer throw,Silver
2008_Sum,320,Kjersti Plaetzer,Norway,Athletics,20 km walk,Silver
2008_Sum,321,Laetitia Le Corguille,France,Cycling,BMX,Silver
2008_Sum,322,Lee Chong Wei,Malaysia,Badminton,Singles,Silver
2008_Sum,323,Li Hongli,China,Weightlifting,77 kg,Silver
2008_Sum,324,Lyubov Galkina,Russia,Shooting,Air rifle,Silver
2008_Sum,325,Lucie Decosse,France,Judo,57-63 kg,Silver
2008_Sum,326,Mahiedine Mekhissi-Benabbad,France,Athletics,3000 metre steeplechase,Silver
2008_Sum,327,Maja Wloszczowska,Poland,Cycling,Mountain bike cross country,Silver
2008_Sum,328,Maki Tsukada,Japan,Judo,+ 78 kg,Silver
2008_Sum,329,Ludwig Paischer,Austria,Judo,- 60 kg,Silver
2008_Sum,330,Maria Abakumova,Russia,Athletics,Javelin throw,Silver
2008_Sum,331,Manus Boonjumnong,Thailand,Boxing,Light welterweight,Silver
2008_Sum,332,Marco Galiazzo,Italy,Archery,Team,Silver
2008_Sum,333,Marina Shainova,Russia,Weightlifting,58 kg,Silver
2008_Sum,334,Megan Quann-Jendrick,United States,Swimming,4 x 100m medley relay,Silver
2008_Sum,335,Michelle Guerette,United States,Rowing,Single sculls,Silver
2008_Sum,336,Mark Lopez,United States,Taekwondo,58-68 kg,Silver
2008_Sum,337,Mauro Sarmiento,Italy,Taekwondo,68-80 kg,Silver
2008_Sum,338,Matthew Emmons,United States,Shooting,"Small-bore rifle, prone",Silver
2008_Sum,339,Nam Hyun-Hee,South Korea,Fencing,Foil,Silver
2008_Sum,340,Nina Solheim,Norway,Taekwondo,+ 67 kg,Silver
2008_Sum,341,Milorad Cavic,Serbia,Swimming,100m butterfly,Silver
2008_Sum,342,Mike Day,United States,Cycling,BMX,Silver
2008_Sum,343,Mirko Englich,Germany,Wrestling,84-96 kg greco-roman,Silver
2008_Sum,344,Gustav Larsson,Sweden,Cycling,Time trial road,Silver
2008_Sum,345,Germaine Mason,Great Britain,Athletics,High jump,Silver
2008_Sum,346,Gervasio Deferr,Spain,Gymnastics,Floor,Silver
2008_Sum,347,Gina Miles,United States,Equestrian,Eventing individual,Silver
2008_Sum,348,Gintare Volungeviciute,Lithuania,Sailing,Laser Radial,Silver
2008_Sum,349,Fabien Lefevre,France,Canoeing,K-1 slalom,Silver
2008_Sum,350,Giovanni Pellielo,Italy,Shooting,Trap,Silver
2008_Sum,351,Emma Pooley,Great Britain,Cycling,Time trial road,Silver
2008_Sum,352,Fernando Gonzalez,Chile,Tennis,Singles,Silver
2008_Sum,353,Filip Ude,Croatia,Gymnastics,Pommel horse,Silver
2008_Sum,354,Francesco D'Aniello,Italy,Shooting,Double trap,Silver
2008_Sum,355,Gabriel Mercedes,Dominican Republic,Taekwondo,- 58 kg,Silver
2008_Sum,356,Emilie Heymans,Canada,Diving,10 metre platform,Silver
2008_Sum,357,Emilio Correa jr.,Cuba,Boxing,Middleweight,Silver
2008_Sum,358,Emma Johansson,Sweden,Cycling,Road race,Silver
2008_Sum,359,Erik Veras Larsen,Norway,Canoeing,K-1 1000 metres,Silver
2008_Sum,360,Eunice Jepkorir,Kenya,Athletics,3000 metre steeplechase,Silver
2008_Sum,361,Daouda Sow,France,Boxing,Lightweight,Silver
2008_Sum,362,Eliud Kipchoge,Kenya,Athletics,5000 metres,Silver
2008_Sum,363,Diego Salazar,Columbia,Weightlifting,62 kg,Silver
2008_Sum,364,Dimitri Klokov,Russia,Weightlifting,105 kg,Silver
2008_Sum,365,Deborah Gravenstein,Netherlands,Judo,52-57 kg,Silver
2008_Sum,366,Dmitri Sautin,Russia,Diving,Synchronized 3 metre springboard,Silver
2008_Sum,367,Dinara Safina,Russia,Tennis,Singles,Silver
2008_Sum,368,Edvinas Krungolcas,Lithuania,Modern Pentathlon,Individual,Silver
2008_Sum,369,Heather Fell,Great Britain,Modern Pentathlon,Individual,Silver
2008_Sum,370,Inna Zhukova,Belarus,Gymnastics,Rhythmic gymnastics individual,Silver
2008_Sum,371,Irina Lishchynska,Ukraine,Athletics,1500 metres,Silver
2008_Sum,372,Irina Nekrassova,Kazakhstan,Weightlifting,63 kg,Silver
2008_Sum,373,Hyleas Fountain,United States,Athletics,Heptathlon,Silver
2008_Sum,374,Hiroyuki Tomita,Japan,Gymnastics,Team all-around,Silver
2008_Sum,375,Hoang Anh Tuan,Vietnam,Weightlifting,56 kg,Silver
2008_Sum,376,Jason Burnett,Canada,Gymnastics,Trampoline individuak,Silver
2008_Sum,377,Jean-Christophe Peraud,France,Cycling,Mountain bike cross country,Silver
2008_Sum,378,Jefferson Perez,Ecuador,Athletics,20 km walk,Silver
2008_Sum,379,Jaouad Gharib,Morocco,Athletics,Marathon,Silver
2008_Sum,380,Janeth Jepkosgei,Kenya,Athletics,800 metres,Silver
2008_Sum,381,Ismail Achmed Ismail,Sudan,Athletics,800 metres,Silver
2008_Sum,382,Jacqueline Lawrence,Australia,Canoeing,K-1 slalom,Silver
2008_Sum,383,Jennifer Stuczynski,United States,Athletics,Pole vault,Silver
2008_Sum,384,Jevgeni Chigishev,Russia,Weightlifting,+ 105 kg,Silver
2008_Sum,385,Jevgeni Lukyanenko,Russia,Athletics,Pole vault,Silver
2008_Sum,386,Jiao Liuyang,China,Swimming,200m butterfly,Silver
2008_Sum,387,Andry Laffita,Cuba,Boxing,Flyweight,Silver
2008_Sum,388,Andrej Stadnik,Ukraine,Wrestling,60-66 kg freestyle,Silver
2008_Sum,389,Andrei Rybakou,Belarus,Weightlifting,85 kg,Silver
2008_Sum,390,Amar Benikhlef,Algerija,Judo,81-90 kg,Silver
2008_Sum,391,Azize Tanrikuli,Turkey,Taekwondo,49-57 kg,Silver
2008_Sum,392,Anna Meares,Australia,Cycling,Sprint,Silver
2008_Sum,393,Arnaud Tournant,France,Cycling,Olympic sprint,Silver
2008_Sum,394,Askhat Zhitkeyev,Kazakhstan,Judo,90-100 kg,Silver
2008_Sum,395,An Kum-Ae,North-Korea,Judo,48-52 kg,Silver
2008_Sum,396,Ana Maria Branza,Romania,Fencing,Épée,Silver
2008_Sum,397,Anaysi Hernandez,Cuba,Judo,63-70 kg,Silver
2008_Sum,398,Andrej Krauchanka,Belarus,Athletics,Decathlon,Silver
2008_Sum,399,Alla Vazhednina,Kazakhstan,Weightlifting,75 kg,Silver
2008_Sum,400,Alexandre Despatie,Canada,Diving,3 metre springboard,Silver
